ts,job_index,item_index,job_url,detail_url,title,ok,error,external_links_count,external_links,internal_links_count,internal_links,booking_options,booking_urls
2026-02-20T04:52:05.817334+00:00,0,0,https://www.google.com/travel/flights/search?tfs=CBwQAhopEgoyMDI2LTA1LTA3agwIAhIIL20vMDNqbjRyDQgCEgkvbS8wMTJ2c3dCAQFIAXABggELCP___________wGYAQI&hl=en&tfu=EgYIABAAGAA,https://www.google.com/travel/flights/booking?tfs=CBwQAho_EgoyMDI2LTA1LTA3Ih8KA0xIUhIKMjAyNi0wNS0wNxoDU0lOKgJTUTIDMzA1agcIARIDTEhScgcIARIDU0lOQAFIAXABggELCP___________wGYAQI&tfu=CmxDalJJTFdwRFpVbE5TMHQwYVVsQlFtWnJlRkZDUnkwdExTMHRMUzB0TFMxMmQzTjFOMEZCUVVGQlIyMVlOa2hGUTFndE0ybEJFZ1ZUVVRNd05Sb0xDT25pQWhBQ0dnTlZVMFE0SEhEcDRnST0SAggAIgA&hl=en,One way to Singapore | Google Flights,True,,2,https://about.google/?hl=en-US | https://google.qualtrics.com/jfe/form/SV_3NMIMtX0F2zkakR?reserved%3D1%26utm_source%3DFooter%2520link%26utm_medium%3Down_web%26%20utm_campaign%3DQ2%26productTag%3D0%26campaignDate%3DApril2020%26referral_code%3DUXbJ377133&Q_Language=en-US,9,https://www.google.com/ | https://www.google.com/intl/en/about/products | https://accounts.google.com/ServiceLogin?service=searchandassistant&passive=1209600&continue=https%3A%2F%2Fwww.google.com%2Ftravel%2Fflights%2Fbooking%3Ftfs%3DCBwQAho_EgoyMDI2LTA1LTA3Ih8KA0xIUhIKMjAyNi0wNS0wNxoDU0lOKgJTUTIDMzA1agcIARIDTEhScgcIARIDU0lOQAFIAXABggELCP___________wGYAQI%26tfu%3DCmxDalJJTFdwRFpVbE5TMHQwYVVsQlFtWnJlRkZDUnkwdExTMHRMUzB0TFMxMmQzTjFOMEZCUVVGQlIyMVlOa2hGUTFndE0ybEJFZ1ZUVVRNd05Sb0xDT25pQWhBQ0dnTlZVMFE0SEhEcDRnST0SAggAIgA%26hl%3Den%26utm_source%3Dsign_in_ogb&followup=https%3A%2F%2Fwww.google.com%2Ftravel%2Fflights%2Fbooking%3Ftfs%3DCBwQAho_EgoyMDI2LTA1LTA3Ih8KA0xIUhIKMjAyNi0wNS0wNxoDU0lOKgJTUTIDMzA1agcIARIDTEhScgcIARIDU0lOQAFIAXABggELCP___________wGYAQI%26tfu%3DCmxDalJJTFdwRFpVbE5TMHQwYVVsQlFtWnJlRkZDUnkwdExTMHRMUzB0TFMxMmQzTjFOMEZCUVVGQlIyMVlOa2hGUTFndE0ybEJFZ1ZUVVRNd05Sb0xDT25pQWhBQ0dnTlZVMFE0SEhEcDRnST0SAggAIgA%26hl%3Den%26utm_source%3Dsign_in_ogb&hl=en&ec=GAZAlQM | https://support.google.com/travel/answer/7664728?ref_topic=2475360&hl=en-US | https://policies.google.com/privacy?hl=en-US | https://policies.google.com/terms?hl=en-US | https://www.google.com/travel/flights/#0 | https://support.google.com/travel/?hl=en-US#topic=2475360 | https://www.google.com/googlefinance/disclaimer?hl=en-US&gl=US,,
2026-02-20T04:52:18.088799+00:00,1,0,https://www.google.com/travel/flights/search?tfs=CBwQAhopEgoyMDI2LTA1LTA3agwIAhIIL20vMHByNnNyDQgCEgkvbS8wMTJ2c3dCAQFIAXABggELCP___________wGYAQI&hl=en&tfu=EgYIABAAGAA,https://www.google.com/travel/flights/booking?tfs=CBwQAho_EgoyMDI2LTA1LTA3Ih8KA0xHVxIKMjAyNi0wNS0wNxoDU0lOKgJTUTIDMzA5agcIARIDTEdXcgcIARIDU0lOQAFIAXABggELCP___________wGYAQI&tfu=CmxDalJJZUZSbGVERnlTR1oyTldkQlFtWXlla0ZDUnkwdExTMHRMUzB0TFhaM2NXVXhNRUZCUVVGQlIyMVlOa2hyUTBGb2VFOUJFZ1ZUVVRNd09Sb0xDSTNIQWhBQ0dnTlZVMFE0SEhDTnh3ST0SAggAIgMKATA&hl=en,One way to Singapore | Google Flights,True,,2,https://about.google/?hl=en-US | https://google.qualtrics.com/jfe/form/SV_3NMIMtX0F2zkakR?reserved%3D1%26utm_source%3DFooter%2520link%26utm_medium%3Down_web%26%20utm_campaign%3DQ2%26productTag%3D0%26campaignDate%3DApril2020%26referral_code%3DUXbJ377133&Q_Language=en-US,8,https://www.google.com/ | https://www.google.com/intl/en/about/products | https://accounts.google.com/ServiceLogin?service=searchandassistant&passive=1209600&continue=https%3A%2F%2Fwww.google.com%2Ftravel%2Fflights%2Fbooking%3Ftfs%3DCBwQAho_EgoyMDI2LTA1LTA3Ih8KA0xHVxIKMjAyNi0wNS0wNxoDU0lOKgJTUTIDMzA5agcIARIDTEdXcgcIARIDU0lOQAFIAXABggELCP___________wGYAQI%26tfu%3DCmxDalJJZUZSbGVERnlTR1oyTldkQlFtWXlla0ZDUnkwdExTMHRMUzB0TFhaM2NXVXhNRUZCUVVGQlIyMVlOa2hyUTBGb2VFOUJFZ1ZUVVRNd09Sb0xDSTNIQWhBQ0dnTlZVMFE0SEhDTnh3ST0SAggAIgMKATA%26hl%3Den%26utm_source%3Dsign_in_ogb&followup=https%3A%2F%2Fwww.google.com%2Ftravel%2Fflights%2Fbooking%3Ftfs%3DCBwQAho_EgoyMDI2LTA1LTA3Ih8KA0xHVxIKMjAyNi0wNS0wNxoDU0lOKgJTUTIDMzA5agcIARIDTEdXcgcIARIDU0lOQAFIAXABggELCP___________wGYAQI%26tfu%3DCmxDalJJZUZSbGVERnlTR1oyTldkQlFtWXlla0ZDUnkwdExTMHRMUzB0TFhaM2NXVXhNRUZCUVVGQlIyMVlOa2hyUTBGb2VFOUJFZ1ZUVVRNd09Sb0xDSTNIQWhBQ0dnTlZVMFE0SEhDTnh3ST0SAggAIgMKATA%26hl%3Den%26utm_source%3Dsign_in_ogb&hl=en&ec=GAZAlQM | https://policies.google.com/privacy?hl=en-US | https://policies.google.com/terms?hl=en-US | https://www.google.com/travel/flights/#0 | https://support.google.com/travel/?hl=en-US#topic=2475360 | https://www.google.com/googlefinance/disclaimer?hl=en-US&gl=US,Singapore Airlines airline | 419,Singapore Airlines airline | 419 | https://singaporeair.com/flightsearch/externalFlightSearch.form?searchType=commercial&cabinClassCode=Y&tripType=O&numAdults=1&numChildren=0&numInfant=0&affiliate_id=11155&locale=en_UK&countryCode=GB&ondCityCode%5B0%5D.origin=LGW&ondCityCode%5B0%5D.destination=SIN&ondCityCode%5B0%5D.month=05/2026&ondCityCode%5B0%5D.day=07&flightNumber=309&bookingCode=K&carrierCode=SQ&gclid=ADowPOK78IVUTxD37j01aSc3EkKng-6UtCbLurTliaxuAlcQMwVO_tyvmLiNDQlge7xGq1EHGXdxEMBQ39q6nijJZSTQRWMucay7rpYRCwD0z6o8bm4&gclsrc=gf
